dataset,setting,learner,method,T,K,repeat,c,delta,target_mean,r_eg,boundary_ratio,B,cost,C,T0,H,nK,total_target_ratio,online_ratio,non_target_online_pulls,greedy_non_target_pulls,exploratory_non_target_pulls,initialization_non_target_pulls,modified_reward_count,target_reward_sum,cost_definition,allocation_json,online_counts_json,exploratory_counts_json,initialization_counts_json,reward_sums_json,observed_reward_sums_json,means_json,seed,trajectory_seconds,status
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,16,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.98167,0.9999644124420034,24,0,24,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[2, 2, 2, 3, 3, 2, 3, 4, 3, 674369]","[2, 2, 2, 3, 3, 2, 3, 4, 3, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",3846407403,0.007605209000757895,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,16,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699985,699985,0,700000,0,2.1428571428571428e-05,2.1428571428571428e-05,699985,699881,95,9,140227,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699893, 11, 13, 10, 14, 10, 11, 15, 8, 15]","[11, 10, 12, 9, 13, 9, 10, 14, 7, 14]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140177.0, 2.0, 5.0, 4.0, 6.0, 7.0, 7.0, 11.0, 8.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",2837714828,0.013945958999102004,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,17,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816557142857143,0.9999495842928382,34,0,34,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[3, 3, 2, 2, 3, 9, 0, 6, 6, 674359]","[3, 3, 2, 2, 3, 9, 0, 6, 6, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",1485498267,0.007701041002292186,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,17,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699982,699982,0,700000,0,2.5714285714285714e-05,2.5714285714285714e-05,699982,699869,104,9,140145,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699881, 11, 15, 13, 12, 14, 13, 15, 8, 18]","[11, 10, 14, 12, 11, 13, 12, 14, 7, 17]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140094.0, 2.0, 6.0, 5.0, 3.0, 5.0, 10.0, 14.0, 6.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",679233860,0.013635333001730032,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,18,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816742857142857,0.999968860886753,21,0,21,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[2, 5, 6, 2, 2, 2, 1, 1, 0, 674372]","[2, 5, 6, 2, 2, 2, 1, 1, 0, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",3188337858,0.007474582991562784,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,18,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699991,699991,0,700000,0,1.2857142857142857e-05,1.2857142857142857e-05,699991,699867,115,9,139931,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699884, 14, 12, 10, 13, 18, 14, 10, 16, 9]","[16, 13, 11, 9, 12, 17, 13, 9, 15, 8]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[139878.0, 6.0, 3.0, 3.0, 7.0, 7.0, 8.0, 7.0, 12.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",4258199342,0.01385391698568128,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,19,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.98167,0.9999644124420034,24,0,24,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[2, 5, 4, 2, 2, 0, 4, 3, 2, 674369]","[2, 5, 4, 2, 2, 0, 4, 3, 2, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",4046494166,0.007633208006154746,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,19,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699985,699985,0,700000,0,2.1428571428571428e-05,2.1428571428571428e-05,699985,699902,74,9,140008,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699912, 8, 7, 8, 7, 13, 13, 7, 10, 15]","[9, 7, 6, 7, 6, 12, 12, 6, 9, 14]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[139968.0, 1.0, 3.0, 4.0, 2.0, 9.0, 9.0, 5.0, 7.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",3435224566,0.013734708001720719,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,20,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816642857142858,0.9999584811823373,28,0,28,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[3, 3, 1, 3, 4, 4, 6, 3, 1, 674365]","[3, 3, 1, 3, 4, 4, 6, 3, 1, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",948598356,0.007808791997376829,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,20,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699989,699989,0,700000,0,1.5714285714285715e-05,1.5714285714285715e-05,699989,699879,101,9,139836,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699891, 12, 14, 16, 8, 10, 16, 10, 12, 11]","[11, 11, 13, 15, 7, 9, 15, 9, 11, 10]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[139784.0, 5.0, 7.0, 4.0, 4.0, 7.0, 8.0, 8.0, 9.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",2831382908,0.013630874993395992,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,21,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.98167,0.9999644124420034,24,0,24,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[2, 4, 3, 5, 3, 2, 2, 3, 0, 674369]","[2, 4, 3, 5, 3, 2, 2, 3, 0, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",170322268,0.007461291999788955,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,21,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699990,699990,0,700000,0,1.4285714285714285e-05,1.4285714285714285e-05,699990,699881,100,9,140813,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699894, 13, 14, 12, 9, 14, 9, 15, 10, 10]","[12, 12, 13, 11, 8, 13, 8, 14, 9, 9]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140763.0, 5.0, 4.0, 4.0, 5.0, 9.0, 6.0, 11.0, 6.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",709515479,0.0141993330034893,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,22,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816685714285714,0.9999629296270869,25,0,25,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[1, 3, 1, 2, 5, 3, 5, 5, 0, 674368]","[1, 3, 1, 2, 5, 3, 5, 5, 0, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",3102108056,0.008011708006961271,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,22,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699980,699980,0,700000,0,2.857142857142857e-05,2.857142857142857e-05,699980,699861,110,9,139654,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699873, 17, 18, 8, 8, 12, 13, 14, 17, 20]","[11, 16, 17, 7, 7, 11, 12, 13, 16, 19]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[139602.0, 5.0, 6.0, 3.0, 3.0, 8.0, 7.0, 6.0, 14.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",2498382647,0.014142667001578957,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,23,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816614285714286,0.9999555155525043,30,0,30,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[5, 0, 2, 5, 4, 3, 1, 1, 9, 674363]","[5, 0, 2, 5, 4, 3, 1, 1, 9, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",2235114244,0.007600625001941808,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,23,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699992,699992,0,700000,0,1.1428571428571429e-05,1.1428571428571429e-05,699992,699895,88,9,139727,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699906, 18, 11, 13, 9, 11, 10, 8, 6, 8]","[10, 17, 10, 12, 8, 10, 9, 7, 5, 7]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[139679.0, 8.0, 5.0, 8.0, 4.0, 7.0, 6.0, 5.0, 5.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",2957653250,0.01386083300167229,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,24,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816571428571429,0.9999510671077547,33,0,33,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[1, 5, 3, 5, 5, 2, 4, 3, 5, 674360]","[1, 5, 3, 5, 5, 2, 4, 3, 5, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",473364625,0.00770724999892991,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,24,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699985,699985,0,700000,0,2.1428571428571428e-05,2.1428571428571428e-05,699985,699895,81,9,140276,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699900, 12, 12, 8, 8, 12, 11, 8, 14, 15]","[4, 11, 11, 7, 7, 11, 10, 7, 13, 14]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140234.0, 3.0, 2.0, 3.0, 2.0, 6.0, 7.0, 6.0, 13.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",1573701045,0.014232125002308749,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,25,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816671428571428,0.9999614468121704,26,0,26,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[2, 4, 3, 3, 1, 1, 4, 3, 5, 674367]","[2, 4, 3, 3, 1, 1, 4, 3, 5, 3]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",192326652,0.007765875008772127,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,25,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699988,699988,0,700000,0,1.7142857142857142e-05,1.7142857142857142e-05,699988,699875,104,9,139766,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699884, 7, 9, 12, 11, 13, 16, 23, 13, 12]","[8, 6, 8, 11, 10, 12, 15, 22, 12, 11]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[139704.0, 2.0, 0.0, 5.0, 7.0, 7.0, 12.0, 20.0, 9.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",3308348982,0.013688749997527339,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,26,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816528571428571,0.999946618663005,36,0,36,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[2, 4, 7, 3, 3, 4, 6, 6, 1, 674357]","[2, 4, 7, 3, 3, 4, 6, 6, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",2390803885,0.00756520799768623,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,26,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699992,699992,0,700000,0,1.1428571428571429e-05,1.1428571428571429e-05,699992,699877,106,9,139384,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699885, 16, 15, 10, 19, 8, 13, 16, 10, 8]","[7, 15, 14, 9, 18, 7, 12, 15, 9, 7]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[139329.0, 6.0, 4.0, 7.0, 6.0, 2.0, 9.0, 15.0, 6.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",711548171,0.013905292013077997,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,27,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.98166,0.9999540327375878,31,0,31,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[6, 1, 6, 4, 2, 4, 3, 2, 3, 674362]","[6, 1, 6, 4, 2, 4, 3, 2, 3, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",2414219063,0.007543624989921227,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,27,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699987,699987,0,700000,0,1.8571428571428572e-05,1.8571428571428572e-05,699987,699862,116,9,139933,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699874, 11, 13, 13, 12, 16, 21, 14, 13, 13]","[11, 10, 12, 12, 11, 15, 20, 13, 12, 12]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[139872.0, 4.0, 5.0, 2.0, 8.0, 10.0, 16.0, 10.0, 6.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",2850178092,0.014077624990022741,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,28,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816471428571428,0.999940687403339,40,0,40,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[3, 1, 3, 7, 3, 4, 4, 8, 7, 674353]","[3, 1, 3, 7, 3, 4, 4, 8, 7, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",4213959030,0.007710000005317852,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,28,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699987,699987,0,700000,0,1.8571428571428572e-05,1.8571428571428572e-05,699987,699863,115,9,139696,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699876, 16, 14, 18, 13, 12, 9, 15, 14, 13]","[12, 15, 13, 17, 12, 11, 8, 14, 13, 12]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[139635.0, 6.0, 8.0, 8.0, 6.0, 7.0, 6.0, 11.0, 9.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",1682257150,0.014140500003122725,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,29,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816657142857143,0.9999599639972538,27,0,27,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[3, 2, 2, 5, 3, 2, 4, 4, 2, 674366]","[3, 2, 2, 5, 3, 2, 4, 4, 2, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",1999314318,0.00758520899398718,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,29,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699987,699987,0,700000,0,1.8571428571428572e-05,1.8571428571428572e-05,699987,699873,105,9,140441,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699882, 16, 14, 12, 12, 10, 11, 13, 17, 13]","[8, 15, 13, 11, 11, 9, 10, 12, 16, 12]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140376.0, 9.0, 2.0, 6.0, 8.0, 8.0, 9.0, 11.0, 12.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",1363417839,0.013820250009302981,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,30,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816728571428571,0.9999673780718364,22,0,22,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[2, 4, 2, 2, 0, 3, 3, 3, 3, 674371]","[2, 4, 2, 2, 0, 3, 3, 3, 3, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",1143380930,0.007854833005694672,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,30,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699988,699988,0,700000,0,1.7142857142857142e-05,1.7142857142857142e-05,699988,699877,102,9,140117,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699884, 20, 15, 9, 12, 7, 10, 21, 10, 12]","[6, 19, 14, 8, 11, 6, 9, 20, 9, 11]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140069.0, 3.0, 2.0, 5.0, 6.0, 3.0, 5.0, 16.0, 8.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",4160474453,0.013885833002859727,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Ours,700000,10,31,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,25607,25607,25607,674393,12800,0.9816614285714286,0.9999555155525043,30,0,30,0,0,,injected samples,"[1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 1423, 12800]","[4, 3, 2, 6, 1, 4, 6, 2, 2, 674363]","[4, 3, 2, 6, 1, 4, 6, 2, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,,"[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",4256766457,0.007781957989209332,simulated
Controlled Bernoulli,epsilon-greedy-comparison-v1,epsilon-greedy,Clipped Suppression,700000,10,31,1.0,0.05,0.0013584742789746226,0.01828348200660132,0.0743006325865139,26,699987,699987,0,700000,0,1.8571428571428572e-05,1.8571428571428572e-05,699987,699882,96,9,140450,0.0,suppressed non-target rounds (including 0->0),"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[699898, 12, 15, 13, 13, 5, 10, 11, 10, 13]","[15, 11, 14, 12, 12, 4, 9, 10, 9, 12]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[140402.0, 4.0, 7.0, 6.0, 3.0, 4.0, 7.0, 8.0, 9.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2, 0.275, 0.35000000000000003, 0.42500000000000004, 0.5, 0.5750000000000001, 0.6500000000000001, 0.7250000000000001, 0.8, 0.0013584742789746226]",45503421,0.013679249997949228,simulated
